Make,Model,sale ,Fuel Type,Transmission,Color,Owner_a,Seller Type,Engine_a,Max Power,Max Torque,Drivetrain,Price USD,Kilometer,Length_a,Width,Height,Seating Capacity,Fuel Tank Capacity,Year_a
Mahindra,Scorpio S11 2WD 7 STR,10/4/2021,Diesel,Manual,Black,Second,Individual,2179 cc,140 bhp @ 3750 rpm,320 Nm @ 1500 rpm,RWD,15012.00,120000,4456,1820,1995,7,15.84,2018
Honda,Amaze 1.2 SX i-VTEC,10/6/2021,Gasolina,Manual,Maroon,First,Individual,1198 cc,87 bhp @ 6000 rpm,109 Nm @ 4500 rpm,FWD,6480.00,38700,3990,1680,1505,5,9.24,2017
Maruti Suzuki,XL6 Zeta MT Petrol,2/16/2022,Gasolina,Manual,White,First,Individual,1462 cc,103 bhp @ 6000 rpm,138 Nm @ 4400 rpm,FWD,14940.00,7239,4445,1775,1700,6,11.88,2021
BMW,3-Series 330i M Sport Edition,7/30/2022,Gasolina,Automatic,White,First,Individual,1998 cc,248 bhp @ 5200 rpm,350 Nm @ 1450 rpm,RWD,56988.00,14000,4633,1811,1429,5,15.048,2020
Hyundai,Grand i10 Sports Edition 1.2L Kappa VTVT,8/23/2021,Gasolina,Manual,White,First,Individual,1197 cc,81 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD,4380.00,76000,3765,1660,1520,5,11.352,2014
BMW,2 Series Gran Coupe 220d M Sport [2020-2021],3/19/2022,Diesel,Automatic,Blue,First,Individual,1995 cc,188 bhp @ 4000 rpm,400 Nm @ 1750 rpm,FWD,51600.00,11000,4526,1800,1420,5,13.2,2020
Maruti Suzuki,Vitara Brezza VDi,1/6/2022,Diesel,Manual,White,First,Individual,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD,9900.00,81300,3995,1790,1640,5,12.672,2019
Tata,Tiago Revotron XM (O) [2016-2019],10/29/2021,Gasolina,Manual,Black,First,Individual,1199 cc,84 bhp @ 6000 rpm,114 Nm @ 3500 rpm,FWD,4800.00,91460,3746,1647,1535,5,9.24,2018
Land Rover,Evoque HSE Dynamic,10/25/2021,Diesel,Automatic,Blue,First,Individual,1999 cc,177 bhp @ 4000 rpm,430 Nm @ 1750 rpm,AWD,43200.00,45000,4360,2120,1635,5,15.048,2018
Mercedes-Benz,GLC 220 d Progressive,5/23/2022,Diesel,Automatic,Blue,First,Individual,2143 cc,168 bhp @ 3000 rpm,400 Nm @ 1400 rpm,AWD,40800.00,50000,4656,1890,1639,5,17.424,2018
BMW,7-Series 730Ld,10/6/2021,Diesel,Automatic,Blue,First,Individual,2993 cc,258 bhp @ 4000 rpm,560 Nm @ 1500 rpm,RWD,38400.00,133273,5219,1902,1481,4,0,2014
Volkswagen,Vento Highline Plus 1.2 (P) AT 16 Alloy,1/30/2022,Gasolina,Automatic,White,First,Individual,1197 cc,103 bhp @ 5000 rpm,175 Nm @ 1500 rpm,FWD,9300.00,60500,4390,1699,1467,5,14.52,2017
Mercedes-Benz,M-Class 350 CDI,10/31/2021,Diesel,Automatic,Grey,First,Individual,2987 cc,234@3800,535@1600,AWD,25800.00,81000,4781,1911,1774,5,25.08,2014
Land Rover,Discovery 2.0 HSE 4WD Diesel,7/30/2022,Diesel,Automatic,Red,Second,Individual,1999 cc,237 bhp @ 4000 rpm,430 Nm @ 1400 rpm,AWD,56400.00,22000,4988,2220,1846,5,0,2020
MINI,Cooper D 5 Door,12/4/2021,Diesel,Automatic,Blue,First,Individual,1496 cc,114 bhp @ 4000 rpm,270 Nm @ 1750 rpm,FWD,43080.00,19759,3982,1727,1425,5,11.616,2020
Hyundai,Verna Fluidic 1.6 VTVT SX AT,3/5/2022,Gasolina,Automatic,Silver,First,Individual,1591 cc,121 bhp @ 6300 rpm,158 Nm @ 4200 rpm,FWD,7740.00,58200,4370,1700,1475,5,11.352,2015
Maruti Suzuki,Celerio ZXi,7/30/2022,Gasolina,Manual,White,First,Individual,998 cc,67 bhp @ 6000 rpm,90 Nm @ 3500 rpm,FWD,6120.00,42000,3600,1600,1560,5,9.24,2015
Honda,City V,10/27/2021,Gasolina,Manual,Brown,First,Individual,1497 cc,117 bhp @ 6600 rpm,145 Nm @ 4600 rpm,FWD,10020.00,42855,4440,1695,1495,5,10.56,2018
Renault,Duster 85 PS RXS 4X2 MT Diesel,3/5/2022,Diesel,Manual,Brown,First,Individual,1461 cc,84 bhp @ 3750 rpm,200 Nm @ 1900 rpm,FWD,11520.00,24000,4315,1822,1695,5,13.2,2018
Maruti Suzuki,Celerio VXi [2019-2020],3/4/2022,Gasolina,Manual,White,First,Individual,998 cc,67 bhp @ 6000 rpm,90 Nm @ 3500 rpm,FWD,6480.00,34000,3695,1600,1560,5,9.24,2019
Kia,Seltos HTK Plus 1.5 iMT,12/19/2023,Gasolina,Manual,White,First,Individual,1497 cc,113 bhp @ 6300 rpm,144 Nm @ 4500 rpm,FWD,17700.00,9500,4315,1800,1637,5,13.2,2022
Jaguar,XJ 3.0 V6 Portfolio,10/25/2021,Diesel,Automatic,Brown,Second,Individual,2993 cc,271 bhp @ 4000 rpm,600 Nm @ 2000 rpm,RWD,43200.00,32000,5252,1899,1457,5,21.912,2014
Hyundai,Verna 1.6 CRDI SX (O),12/4/2021,Diesel,Manual,White,First,Individual,1582 cc,126 bhp @ 4000 rpm,260 Nm @ 1900 rpm,FWD,14100.00,97000,4375,1700,1475,5,11.352,2018
Hyundai,Verna Fluidic 1.6 VTVT SX Opt AT,11/8/2021,Gasolina,Automatic,Blue,Second,Individual,1591 cc,121 bhp @ 6300 rpm,158 Nm @ 4200 rpm,FWD,5700.00,72900,4370,1700,1475,5,11.352,2014
Audi,Q8 Celebration,10/25/2021,Gasolina,Automatic,Silver,First,Individual,2995 cc,335 bhp @ 5000 rpm,500 Nm @ 1370 rpm,AWD,118800.00,28000,4986,1995,1705,5,22.44,2021
Maruti Suzuki,Swift LXi,11/5/2023,Gasolina,Manual,White,First,Individual,1197 cc,89 bhp @ 6000 rpm,113 Nm @ 4400 rpm,FWD,7800.00,6000,3845,1735,1530,5,9.768,2022
BMW,X4 xDrive30d M Sport X [2019-2020],11/8/2021,Diesel,Automatic,Red,First,Corporate,2993 cc,260 bhp @ 4000 rpm,620 Nm @ 2000 rpm,AWD,73200.00,24500,4752,1918,1621,5,17.952,2021
Honda,City VX (O) MT BL,3/4/2022,Gasolina,Manual,Silver,First,Individual,1497 cc,117 bhp @ 6600 rpm,145 Nm @ 4600 rpm,FWD,10500.00,50000,4440,1695,1495,5,10.56,2018
Maruti Suzuki,DZire VDi AMT,6/14/2022,Diesel,Automatic,Red,First,Individual,1248 cc,74 bhp @ 4000 rpm,190 Nm @ 2000 rpm,FWD,8340.00,66000,3995,1735,1515,5,9.768,2018
Tata,Harrier XZA Plus,3/4/2022,Diesel,Automatic,Black,First,Individual,1956 cc,168 bhp @ 3750 rpm,350 Nm @ 1750 rpm,FWD,27300.00,38000,4598,1894,1706,5,13.2,2022
Jeep,Compass Model S (O) 1.4 Petrol DCT,9/7/2021,Gasolina,Automatic,Blue,First,Individual,1368 cc,161 bhp @ 5500 rpm,250 Nm @ 2500 rpm,FWD,32400.00,17000,4405,1818,1640,5,15.84,2021
Hyundai,Verna Fluidic 1.6 CRDi SX,4/13/2021,Diesel,Manual,Grey,First,Individual,1582 cc,126 bhp @ 4000 rpm,260 Nm @ 1900 rpm,FWD,6540.00,74000,4370,1700,1475,5,11.352,2014
Maruti Suzuki,Wagon R VXi 1.0 [2019-2019],5/1/2021,Gasolina,Manual,White,First,Individual,,,,,6480.00,22000,3655,1620,1675,5,8.448,2021
Skoda,Rapid Style 1.6 MPI AT,8/22/2021,Gasolina,Automatic,Red,First,Individual,1598 cc,104 bhp @ 5200 rpm,153 Nm @ 3750 rpm,FWD,13188.00,20690,4413,1699,1466,5,14.52,2018
Hyundai,Verna 1.6 CRDI SX,7/26/2021,Diesel,Manual,White,First,Individual,1582 cc,126 bhp @ 4000 rpm,260 Nm @ 1900 rpm,FWD,13500.00,40000,4375,1700,1475,5,11.352,2019
Hyundai,Creta 1.6 SX Plus AT Petrol,7/3/2021,Gasolina,Automatic,White,First,Individual,1591 cc,122 bhp @ 6400 rpm,154 Nm @ 4850 rpm,FWD,15588.00,50000,4270,1780,1630,5,15.84,2018
BMW,X6 xDrive40i M Sport,6/28/2023,Gasolina,Automatic,Red,First,Individual,2998 cc,335 bhp @ 5500 rpm,450 Nm @ 1500 rpm,AWD,129600.00,20000,4935,2004,1696,5,21.912,2021
Maruti Suzuki,XL6 Alpha AT Petrol,2/17/2021,Gasolina,Automatic,Blue,First,Individual,1462 cc,103 bhp @ 6000 rpm,138 Nm @ 4400 rpm,FWD,14280.00,47248,4445,1775,1700,6,11.88,2020
Tata,Tigor XZA Plus,5/29/2023,Gasolina,Automatic,Brown,First,Individual,1199 cc,84 bhp @ 6000 rpm,113 Nm @ 3300 rpm,FWD,9540.00,9000,3993,1677,1532,5,9.24,2021
Audi,A6 35 TDI Matrix,2/17/2019,Diesel,Automatic,Red,First,Individual,1968 cc,190 bhp @ 3800 rpm,400 Nm @ 1750 rpm,FWD,40800.00,51000,4933,1874,1455,5,19.8,2018
Hyundai,Creta E Plus 1.6 Petrol,2/17/2019,Gasolina,Manual,White,First,Individual,1591 cc,122 bhp @ 6400 rpm,151 Nm @ 4850 rpm,FWD,12600.00,34841,4270,1780,1665,5,14.52,2018
Hyundai,i20 Magna 1.2,10/10/2020,Gasolina,Manual,Maroon,First,Individual,1197 cc,83 bhp @ 6000 rpm,113.796 Nm @ 4000 rpm,FWD,4620.00,46000,3995,1710,1505,5,11.88,2014
Honda,City S Diesel,8/14/2023,Diesel,Manual,Grey,First,Individual,1498 cc,99 bhp @ 3600 rpm,200 Nm @ 1750 rpm,FWD,7020.00,61000,4440,1695,1495,5,10.56,2015
Audi,A3 35 TDI Premium + Sunroof,3/21/2024,Diesel,Automatic,White,First,Individual,1968 cc,141 bhp @ 3500 rpm,320 Nm @ 1750 rpm,FWD,19800.00,55000,4456,1796,1416,5,13.2,2014
Maruti Suzuki,Swift VXi [2014-2017],2/17/2022,Gasolina,Manual,Blue,First,Individual,1197 cc,83 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD,7500.00,58736,3850,1695,1530,5,11.088,2020
Maruti Suzuki,Ciaz Alpha Hybrid 1.5 [2018-2020],11/11/2020,Gasolina,Manual,Blue,First,Individual,1462 cc,103 bhp @ 6000 rpm,138 Nm @ 4400 rpm,FWD,10920.00,34000,4490,1730,1485,5,11.352,2019
Mahindra,XUV500 W11,1/6/2024,Diesel,Manual,White,First,Individual,2179 cc,153 bhp @ 3750 rpm,360 Nm @ 1750 rpm,FWD,15300.00,47000,4585,1890,1785,7,18.48,2018
Hyundai,Elite i20 Magna 1.2 [2016-2017],6/21/2023,Gasolina,Manual,Grey,First,Individual,1197 cc,82 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD,7020.00,47000,3985,1734,1505,5,11.88,2017
Mahindra,Thar CRDe 4x4 Non AC,2/17/2018,Diesel,Manual,Green,First,Individual,2498 cc,105@3800,247@1800,AWD,12420.00,79000,3920,1710,1930,7,15.84,2017
Hyundai,Elite i20 Asta 1.2 IVT,2/17/2022,Gasolina,Automatic,White,First,Individual,1197 cc,87 bhp @ 6000 rpm,115 Nm @ 1500 rpm,FWD,12900.00,12020,3995,1775,1505,5,9.768,2021
Hyundai,Creta SX 1.5 Diesel [2020-2022],10/26/2023,Diesel,Manual,White,First,Individual,1493 cc,113 bhp @ 4000 rpm,250 Nm @ 1500 rpm,FWD,19800.00,7000,4300,1790,1635,5,13.2,2020
Audi,A4 2.0 TDI (143bhp),2/17/2019,Diesel,Automatic,Red,First,Individual,1968 cc,141 bhp @ 4200 rpm,320 Nm @ 1750 rpm,FWD,18900.00,15000,4701,1826,1427,5,16.632,2014
BMW,X3 xDrive20d,1/18/2018,Diesel,Automatic,White,Second,Individual,1995 cc,184 bhp @ 4000 rpm,380 Nm @ 1750 rpm,AWD,23400.00,82000,4648,1881,1661,5,17.688,2014
BMW,5-Series 520d Luxury Line [2017-2019],10/9/2023,Diesel,Automatic,Grey,First,Individual,1995 cc,188 bhp @ 4000 rpm,400 Nm @ 1750 rpm,RWD,76680.00,6000,4936,1868,1479,5,17.16,2022
Hyundai,Creta 1.4 S Plus,7/30/2022,Diesel,Manual,White,First,Individual,1396 cc,89 bhp @ 4000 rpm,224 Nm @ 1500 rpm,FWD,12960.00,68000,4270,1780,1630,5,15.84,2019
Audi,Q7 45 TDI Premium Plus,8/23/2021,Diesel,Automatic,White,First,Individual,2967 cc,245 bhp @ 2910 rpm,600 Nm @ 1500 rpm,AWD,66000.00,24000,5052,1968,1740,7,19.8,2017
Hyundai,Venue SX (O) 1.5 CRDi,3/19/2022,Diesel,Manual,Blue,First,Individual,1493 cc,99 bhp @ 4000 rpm,240 Nm @ 1500 rpm,FWD,12960.00,56000,3995,1770,1605,5,11.88,2020
Mahindra,XUV500 W6,1/6/2022,Diesel,Manual,Grey,First,Corporate,2179 cc,138 bhp @ 3750 rpm,330 Nm @ 1600 rpm,FWD,9600.00,25000,4585,1890,1785,7,18.48,2015
Datsun,Go Plus T,10/29/2021,Gasolina,Manual,Brown,First,Individual,1198 cc,67 bhp @ 5000 rpm,104 Nm @ 4000 rpm,FWD,4020.00,34000,3995,1635,1490,7,9.24,2017
Hyundai,Venue SX 1.0 Turbo iMT,10/25/2021,Gasolina,Manual,White,First,Individual,998 cc,118 bhp @ 6000 rpm,172 Nm @ 1500 rpm,FWD,14220.00,10700,3995,1770,1605,5,11.88,2021
Hyundai,Elite i20 Sportz 1.2 IVT,5/23/2022,Gasolina,Automatic,White,First,Individual,1197 cc,87 bhp @ 6000 rpm,115 Nm @ 1500 rpm,FWD,10740.00,25000,3995,1775,1505,5,9.768,2021
Honda,Amaze 1.2 S CVT Petrol [2018-2020],10/6/2021,Gasolina,Automatic,White,Second,Individual,1199 cc,89 bhp @ 6000 rpm,110 Nm @ 4800 rpm,FWD,7800.00,54000,3995,1695,1501,5,9.24,2019
Hyundai,i20 Sportz 1.4 CRDI,1/30/2022,Diesel,Manual,Maroon,First,Individual,1396 cc,90@4000,220@1750,,6600.00,75000,3940,1710,1505,5,11.88,2014
Maruti Suzuki,Baleno Delta 1.3,10/31/2021,Diesel,Manual,Blue,First,Individual,1248 cc,74 bhp @ 4000 rpm,190 Nm @ 2000 rpm,FWD,6600.00,88000,3995,1745,1500,5,9.768,2016
Audi,Q3 35 TDI Premium + Sunroof,7/30/2022,Diesel,Automatic,White,Second,Individual,1968 cc,174 bhp @ 4200 rpm,380 Nm @ 1750 rpm,AWD,19800.00,139000,4385,1831,1608,5,16.896,2016
Skoda,Kushaq Style 1.0L TSI MT,12/4/2022,Gasolina,Manual,Red,First,Individual,999 cc,114 bhp @ 5000 rpm,178 Nm @ 1750 rpm,FWD,19200.00,1300,4225,1760,1612,5,13.2,2022
Hyundai,Verna 1.6 VTVT SX (O),3/5/2022,Gasolina,Manual,Black,First,Individual,1591 cc,121 bhp @ 6300 rpm,158 Nm @ 4200 rpm,FWD,14100.00,20000,4375,1700,1475,5,11.352,2019
Mitsubishi,Pajero Select Plus AT,7/30/2022,Diesel,Automatic,Silver,First,Individual,2477 cc,176 bhp @ 4000 rpm,350 Nm @ 1800 rpm,RWD,23940.00,122000,4695,1815,1840,7,18.48,2018
Hyundai,Elite i20 Sportz 1.4 CRDI [2016-2017],10/27/2021,Diesel,Manual,Silver,First,Individual,1396 cc,89 bhp @ 4000 rpm,220 Nm @ 1500 rpm,FWD,6900.00,38000,3985,1734,1505,5,11.88,2016
MG,Hector Sharp 2.0 Diesel Turbo MT,3/5/2022,Diesel,Manual,Red,First,Individual,1956 cc,169 bhp @ 3750 rpm,350 Nm @ 1750 rpm,FWD,23700.00,18500,4655,1835,1760,5,15.84,2021
Hyundai,Creta SX (O) 1.5 Diesel [2020-2022],3/4/2022,Diesel,Manual,White,First,Individual,1493 cc,113 bhp @ 4000 rpm,250 Nm @ 1500 rpm,FWD,19500.00,27800,4300,1790,1635,5,13.2,2022
Maruti Suzuki,Swift VXi [2014-2017],12/19/2021,Gasolina,Manual,Blue,First,Individual,1197 cc,83 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD,8340.00,46027,3850,1695,1530,5,11.088,2019
Toyota,Yaris J CVT [2018-2020],10/25/2021,Gasolina,Automatic,Red,First,Individual,1496 cc,106 bhp @ 6000 rpm,140 Nm @ 4200 rpm,FWD,10500.00,23148,4425,1730,1495,5,11.088,2018
Skoda,Octavia 1.8 TSI Style Plus AT [2017],12/4/2021,Gasolina,Automatic,Grey,First,Individual,1798 cc,177 bhp @ 5100 rpm,250 Nm @ 1250 rpm,FWD,17940.00,28000,4670,1814,1476,5,13.2,2017
Maruti Suzuki,Swift ZXi AMT [2018-2019],11/8/2021,Gasolina,Automatic,White,First,Individual,1197 cc,82 bhp @ 6000 rpm,113 Nm @ 4200 rpm,FWD,8700.00,11874,3840,1735,1530,5,9.768,2019
Hyundai,Creta E Plus 1.6 Petrol,10/25/2021,Gasolina,Manual,Silver,First,Individual,1591 cc,122 bhp @ 6400 rpm,154 Nm @ 4850 rpm,FWD,10500.00,50000,4270,1780,1630,5,15.84,2017
BMW,5-Series 520d Modern Line,11/5/2021,Diesel,Automatic,Black,Third,Individual,1995 cc,184 bhp @ 4000 rpm,380 Nm @ 1750 rpm,RWD,27000.00,88000,4899,2094,1464,5,0,2014
Ford,Endeavour Trend 2.2 4x2 AT,11/8/2021,Diesel,Automatic,White,Second,Individual,2198 cc,158 bhp @ 3200 rpm,385 Nm @ 1600 rpm,RWD,28200.00,75000,4892,1860,1837,7,21.12,2016
BMW,3-Series 320d Prestige,3/4/2022,Diesel,Automatic,Blue,First,Individual,1995 cc,188 bhp @ 4000 rpm,400 Nm @ 1750 rpm,RWD,32280.00,15500,4633,1811,1429,5,15.048,2019
Maruti Suzuki,Ciaz VDi+ SHVS,6/14/2022,Diesel,Manual,Grey,Second,Individual,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD,8340.00,82445,4490,1730,1485,5,11.352,2016
Honda,City V,3/4/2022,Gasolina,Manual,Others,Second,Individual,1497 cc,117 bhp @ 6600 rpm,145 Nm @ 4600 rpm,FWD,7200.00,75574,4440,1695,1495,5,10.56,2014
Ford,Ecosport Trend 1.5 Ti-VCT,9/7/2021,Gasolina,Manual,White,First,Individual,1499 cc,109 bhp @ 6300 rpm,140 Nm @ 4400 rpm,FWD,9300.00,14095,3999,1765,1708,5,13.728,2019
Audi,A6 35 TDI Matrix,8/3/2021,Diesel,Automatic,White,First,Individual,1968 cc,190 bhp @ 3800 rpm,400 Nm @ 1750 rpm,FWD,36900.00,17000,4933,1874,1455,5,19.8,2017
Renault,Duster 110 PS RxZ Diesel,5/27/2021,Diesel,Manual,White,First,Individual,1461 cc,108 bhp @ 3900 rpm,248 Nm @ 2250 rpm,FWD,4980.00,70000,4315,1822,1695,5,13.2,2014
Maruti Suzuki,Ertiga ZDI + SHVS,5/2/2021,Diesel,Manual,Grey,First,Individual,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD,9180.00,68000,4296,1695,1685,7,11.88,2017
Maruti Suzuki,Swift VXi [2014-2017],8/22/2021,Gasolina,Manual,Grey,Second,Individual,1197 cc,83 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD,6240.00,40000,3850,1695,1530,5,11.088,2018
Jaguar,XJ 3.0 V6 Portfolio,5/27/2021,Diesel,Automatic,Black,First,Individual,2993 cc,271 bhp @ 4000 rpm,600 Nm @ 2000 rpm,RWD,46800.00,39000,5252,1899,1457,5,21.912,2015
Hyundai,Creta 1.6 SX,7/3/2021,Diesel,Manual,Red,First,Individual,1582 cc,126 bhp @ 4000 rpm,265 Nm @ 1900 rpm,FWD,10200.00,72000,4270,1780,1630,5,15.84,2016
Maruti Suzuki,Ertiga VDI SHVS,4/30/2021,Diesel,Manual,Blue,First,Individual,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD,11640.00,39000,4296,1695,1685,7,11.88,2016
Maruti Suzuki,Baleno Delta 1.3,8/22/2021,Diesel,Manual,Blue,First,Individual,1248 cc,74 bhp @ 4000 rpm,190 Nm @ 2000 rpm,FWD,6900.00,62000,3995,1745,1500,5,9.768,2016
Ford,Endeavour Sport 2.0 4x4 AT,6/13/2021,Diesel,Automatic,White,Second,Individual,1996 cc,168 bhp @ 3500 rpm,420 Nm @ 2000 rpm,AWD,46800.00,41086,4903,1869,1837,7,21.12,2021
Skoda,Kushaq Style 1.0L TSI AT,4/13/2021,Gasolina,Automatic,Silver,First,Individual,999 cc,114 bhp @ 5000 rpm,178 Nm @ 1750 rpm,FWD,19500.00,7900,4225,1760,1612,5,13.2,2021
Kia,Sonet GTX Plus 1.5 AT [2020-2021],5/1/2021,Diesel,Automatic,Red,First,Individual,1493 cc,113 bhp @ 4000 rpm,250 Nm @ 1500 rpm,FWD,17988.00,22000,3995,1790,1647,5,11.88,2021
Volkswagen,Tiguan Highline TDI,8/22/2021,Diesel,Automatic,White,Second,Individual,1968 cc,141 bhp @ 4000 rpm,340 Nm @ 1750 rpm,AWD,24600.00,73000,4486,1839,1672,5,18.744,2018
Skoda,Octavia 1.8 TSI Style Plus AT [2017],7/26/2021,Gasolina,Automatic,Grey,Second,Individual,1798 cc,177 bhp @ 5100 rpm,250 Nm @ 1250 rpm,FWD,15600.00,55000,4670,1814,1476,5,13.2,2016
Skoda,Superb L&K TDI AT,7/3/2021,Diesel,Automatic,Grey,First,Individual,1968 cc,174 bhp @ 3600 rpm,350 Nm @ 1500 rpm,FWD,38388.00,6900,4861,1864,1483,5,17.424,2019
Maruti Suzuki,Swift LXi,12/7/2020,Gasolina,Manual,Grey,First,Individual,1197 cc,83 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD,5400.00,65000,3850,1695,1530,5,11.088,2017
Honda,Mobilio RS Diesel,6/8/2021,Diesel,Manual,White,First,Individual,1498 cc,99 bhp @ 3600 rpm,200 Nm @ 1750 rpm,FWD,8100.00,48000,4386,1683,1603,7,11.088,2015
Maruti Suzuki,Alto 800 Lxi,4/30/2021,Gasolina,Manual,Silver,Second,Individual,796 cc,47 bhp @ 6000 rpm,69 Nm @ 3500 rpm,FWD,3360.00,48000,3395,1490,1475,5,9.24,2018
Maruti Suzuki,Wagon R LXI ABS,6/24/2021,Gasolina,Manual,Grey,First,Individual,998 cc,67 bhp @ 6200 rpm,90 Nm @ 3500 rpm,FWD,5100.00,18000,3599,1495,1700,5,9.24,2018
Hyundai,Santa Fe 2WD AT [2014-2017],7/31/2021,Diesel,Automatic,White,Second,Individual,2199 cc,194 bhp @ 3800 rpm,437 Nm @ 1800 rpm,AWD,14100.00,87938,4690,1880,1690,7,16.896,2014
Maruti Suzuki,Swift DZire VXI,5/2/2021,Gasolina,Manual,White,First,Individual,1197 cc,83 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD,6000.00,26000,3995,1695,1555,5,11.088,2016
Maruti Suzuki,Celerio VXi AMT,2/14/2021,Gasolina,Automatic,White,First,Individual,998 cc,67 bhp @ 6000 rpm,90 Nm @ 3500 rpm,FWD,4680.00,70000,3600,1600,1560,5,9.24,2015
BMW,3-Series 320d Luxury Line [2014-2016],1/9/2023,Diesel,Automatic,Black,Second,Individual,1995 cc,184 bhp @ 4000 rpm,380 Nm @ 1750 rpm,RWD,25200.00,103000,4624,2031,1429,5,0,2014
Maruti Suzuki,DZire VXi,10/11/2022,Gasolina,Manual,Blue,First,Individual,1197 cc,89 bhp @ 6000 rpm,113 Nm @ 4400 rpm,FWD,8220.00,74000,3995,1735,1515,5,9.768,2019
Renault,Kwid RXT [2015-2019],4/14/2023,Gasolina,Manual,Silver,First,Individual,799 cc,53 bhp @ 5678 rpm,72 Nm @ 4386 rpm,FWD,3840.00,64000,3679,1579,1478,5,7.392,2016
Maruti Suzuki,S-Cross Delta 1.6,12/21/2022,Diesel,Manual,White,Second,Individual,1598 cc,118 bhp @ 3750 rpm,320 Nm @ 1750 rpm,FWD,7440.00,85000,4300,1765,1590,5,12.672,2016
Maruti Suzuki,Swift VXi [2014-2017],6/2/2020,Gasolina,Manual,White,First,Individual,1197 cc,83 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD,7200.00,54000,3850,1695,1530,5,11.088,2018
Jeep,Compass Longitude (O) 1.4 Petrol AT [2019-2020],2/14/2023,Gasolina,Automatic,Silver,First,Individual,1368 cc,160 bhp @ 5500 rpm,250 Nm @ 2500 rpm,FWD,21000.00,57000,4395,1818,1640,5,15.84,2019
Land Rover,Discovery Sport SE,12/23/2022,Diesel,Automatic,White,First,Individual,1999 cc,177 bhp @ 4000 rpm,430 Nm @ 1750 rpm,AWD,59400.00,38000,4600,2173,1690,7,17.16,2018
Hyundai,Creta 1.6 SX Plus AT,6/2/2019,Diesel,Automatic,White,First,Individual,1582 cc,126 bhp @ 4000 rpm,265 Nm @ 1900 rpm,FWD,12180.00,68566,4270,1780,1630,5,15.84,2015
Maruti Suzuki,Ciaz Delta 1.4 MT,2/14/2023,Gasolina,Manual,White,First,Individual,1373 cc,91 bhp @ 6000 rpm,130 Nm @ 4000 rpm,FWD,9060.00,57000,4490,1730,1485,5,11.352,2017
Hyundai,Creta SX (O) 1.4 Turbo 7 DCT Dual Tone [2022-2022],12/20/2022,Gasolina,Automatic,White,First,Individual,1353 cc,138 bhp @ 6000 rpm,242 Nm @ 1500 rpm,FWD,21900.00,45000,4300,1790,1635,5,13.2,2021
Maruti Suzuki,Celerio VXi AMT,12/23/2022,Gasolina,Automatic,Grey,First,Individual,998 cc,67 bhp @ 6000 rpm,90 Nm @ 3500 rpm,FWD,4992.00,60116,3600,1600,1560,5,9.24,2014
Mercedes-Benz,CLA 200 CDI Sport,4/14/2023,Diesel,Automatic,Red,First,Individual,2143 cc,134 bhp @ 3600 rpm,300 Nm @ 1600 rpm,FWD,33600.00,24000,4630,1777,1432,5,0,2018
Maruti Suzuki,Ciaz VDi (O) SHVS,2/3/2023,Diesel,Manual,White,First,Individual,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD,7800.00,86000,4490,1730,1485,5,11.352,2017
Honda,WR-V S MT Diesel,6/2/2022,Diesel,Manual,Silver,First,Individual,1498 cc,99 bhp @ 3600 rpm,200 Nm @ 1750 rpm,FWD,9480.00,41000,3999,1734,1601,5,10.56,2018
Honda,City SV Diesel,12/4/2018,Diesel,Manual,Red,First,Individual,1498 cc,99 bhp @ 3600 rpm,200 Nm @ 1750 rpm,FWD,6480.00,76000,4440,1695,1495,5,10.56,2015
BMW,X1 sDrive20i xLine,2/3/2023,Gasolina,Automatic,White,First,Individual,1998 cc,189 bhp @ 5000 rpm,280 Nm @ 1350 rpm,FWD,47880.00,12500,4447,1821,1598,5,13.464,2021
Porsche,718 Boxster,12/22/2022,Gasolina,Automatic,Grey,First,Corporate,1988 cc,295 bhp @ 6500 rpm,380 Nm @ 2150 rpm,RWD,130800.00,6300,4379,1801,1281,2,14.256,2018
Maruti Suzuki,Celerio LXi,9/25/2020,Gasolina,Manual,Blue,First,Individual,998 cc,67 bhp @ 6000 rpm,90 Nm @ 3500 rpm,FWD,3120.00,25862,3600,1600,1560,5,9.24,2015
Skoda,Kodiaq Style 2.0 TDI 4x4 AT,8/3/2021,Diesel,Automatic,White,First,Individual,,,,,38400.00,35000,4697,1882,1665,7,16.632,2018
